icb_ons_code,appointment_month,appointment_status,hcp_type,appointment_mode,time_between_book_and_appointment,count_of_appointments
E54000029,4-21,DNA,Other Practice staff,Face-to-Face,22  to 28 Days,867
E54000050,2-22,DNA,Other Practice staff,Face-to-Face,Same Day,143
E54000057,6-20,Unknown,Other Practice staff,Face-to-Face,More than 28 Days,69
E54000061,6-22,DNA,Other Practice staff,Face-to-Face,22  to 28 Days,349
E54000036,11-20,Unknown,GP,Home Visit,15  to 21 Days,2
E54000042,4-22,DNA,Other Practice staff,Telephone,1 Day,11
E54000032,6-21,Unknown,Unknown,Face-to-Face,More than 28 Days,2
E54000054,6-22,DNA,Unknown,Unknown,Same Day,43
E54000008,12-21,DNA,GP,Face-to-Face,Same Day,238
E54000060,9-21,Unknown,GP,Face-to-Face,1 Day,210
E54000025,4-22,Unknown,Unknown,Unknown,8  to 14 Days,4
E54000044,1-22,Unknown,Unknown,Telephone,15  to 21 Days,1
E54000061,10-20,Attended,GP,Home Visit,2 to 7 Days,12
E54000048,8-21,Attended,Other Practice staff,Home Visit,Same Day,144
E54000057,5-22,DNA,GP,Unknown,15  to 21 Days,4
E54000042,4-22,Attended,Other Practice staff,Telephone,More than 28 Days,1100
E54000051,1-20,Attended,GP,Home Visit,1 Day,9
E54000026,8-20,Attended,Other Practice staff,Face-to-Face,15  to 21 Days,1345
E54000057,4-21,Unknown,GP,Home Visit,More than 28 Days,1
E54000050,4-20,DNA,Other Practice staff,Home Visit,Same Day,4
E54000048,11-21,Unknown,GP,Telephone,8  to 14 Days,74
E54000008,7-20,DNA,GP,Face-to-Face,More than 28 Days,3
E54000010,2-21,Attended,Unknown,Home Visit,Same Day,65
E54000050,9-21,Unknown,Other Practice staff,Telephone,2 to 7 Days,382
E54000051,3-22,Unknown,Other Practice staff,Face-to-Face,Unknown / Data Quality,36
E54000053,12-21,DNA,GP,Face-to-Face,15  to 21 Days,257
E54000025,1-22,Unknown,GP,Telephone,2 to 7 Days,423
E54000051,3-21,Unknown,Other Practice staff,Home Visit,2 to 7 Days,93
E54000008,11-20,DNA,Other Practice staff,Face-to-Face,Same Day,286
E54000061,4-20,Unknown,Other Practice staff,Telephone,1 Day,118
E54000008,6-20,Unknown,Unknown,Face-to-Face,2 to 7 Days,1
E54000008,4-22,DNA,GP,Unknown,2 to 7 Days,8
E54000050,4-21,Unknown,GP,Face-to-Face,2 to 7 Days,90
E54000057,1-21,Unknown,Other Practice staff,Telephone,Same Day,594
E54000015,6-20,Unknown,GP,Face-to-Face,More than 28 Days,135
E54000023,8-21,DNA,Unknown,Face-to-Face,8  to 14 Days,54
E54000050,3-21,Unknown,Other Practice staff,Home Visit,More than 28 Days,2
E54000022,7-21,Attended,Unknown,Home Visit,Same Day,210
E54000010,3-22,DNA,GP,Face-to-Face,8  to 14 Days,90
E54000050,9-20,Unknown,Other Practice staff,Unknown,8  to 14 Days,300
E54000015,2-22,DNA,Other Practice staff,Face-to-Face,1 Day,253
E54000051,5-22,Attended,GP,Home Visit,2 to 7 Days,21
E54000050,8-21,DNA,Other Practice staff,Face-to-Face,Same Day,100
E54000048,6-21,Attended,Other Practice staff,Face-to-Face,1 Day,1547
E54000010,7-21,DNA,GP,Telephone,1 Day,34
E54000008,2-22,Unknown,GP,Video/Online,8  to 14 Days,3
E54000052,3-21,Attended,GP,Video/Online,15  to 21 Days,1
E54000044,7-21,DNA,Other Practice staff,Unknown,2 to 7 Days,8
E54000057,4-21,DNA,GP,Telephone,Same Day,358
E54000048,10-20,Attended,GP,Home Visit,1 Day,22
E54000008,6-22,Attended,Unknown,Home Visit,Same Day,415
E54000060,3-22,DNA,Other Practice staff,Home Visit,Same Day,30
E54000008,12-20,Attended,Unknown,Face-to-Face,8  to 14 Days,191
E54000050,9-20,DNA,Unknown,Home Visit,2 to 7 Days,2
E54000032,11-21,DNA,GP,Unknown,1 Day,6
E54000057,7-21,Unknown,Unknown,Face-to-Face,Same Day,28
E54000043,6-21,Attended,Other Practice staff,Telephone,2 to 7 Days,4162
E54000010,1-22,DNA,Other Practice staff,Telephone,1 Day,30
E54000029,12-21,DNA,Unknown,Telephone,8  to 14 Days,1
E54000008,1-21,DNA,GP,Unknown,15  to 21 Days,2
E54000050,7-21,Attended,Other Practice staff,Video/Online,2 to 7 Days,28
E54000052,4-20,DNA,Unknown,Telephone,Same Day,46
E54000025,4-22,DNA,GP,Telephone,8  to 14 Days,22
E54000057,2-22,Unknown,Unknown,Unknown,More than 28 Days,2
E54000057,5-22,DNA,Unknown,Home Visit,15  to 21 Days,1
E54000057,3-22,DNA,Other Practice staff,Home Visit,1 Day,10
E54000023,8-20,Attended,Unknown,Face-to-Face,1 Day,32
E54000050,5-20,Attended,GP,Face-to-Face,2 to 7 Days,1910
E54000024,11-20,Unknown,Other Practice staff,Unknown,2 to 7 Days,1
E54000053,6-20,DNA,Other Practice staff,Telephone,15  to 21 Days,19
E54000023,4-21,Attended,Other Practice staff,Video/Online,1 Day,58
E54000026,4-20,Attended,Other Practice staff,Telephone,1 Day,1305
E54000054,12-21,Attended,Unknown,Unknown,15  to 21 Days,756
E54000028,9-20,Attended,GP,Video/Online,Same Day,680
E54000026,6-22,Attended,Other Practice staff,Telephone,2 to 7 Days,1635
E54000025,7-20,Attended,Other Practice staff,Video/Online,Same Day,51
E54000023,2-22,Attended,GP,Face-to-Face,Same Day,22450
E54000050,2-20,Attended,Other Practice staff,Home Visit,8  to 14 Days,64
E54000050,6-21,Attended,GP,Home Visit,1 Day,4
E54000048,5-21,DNA,Other Practice staff,Telephone,8  to 14 Days,96
E54000048,9-20,DNA,Unknown,Face-to-Face,2 to 7 Days,10
E54000053,12-21,Unknown,Unknown,Telephone,Same Day,17
E54000029,1-20,Unknown,GP,Unknown,2 to 7 Days,13
E54000025,9-20,Attended,Other Practice staff,Telephone,1 Day,2407
E54000050,2-22,DNA,GP,Home Visit,2 to 7 Days,18
E54000050,12-20,DNA,Other Practice staff,Home Visit,15  to 21 Days,9
E54000057,1-21,Attended,GP,Telephone,1 Day,3456
E54000025,1-22,Unknown,Other Practice staff,Home Visit,1 Day,23
E54000058,1-22,Attended,Other Practice staff,Video/Online,More than 28 Days,77
E54000010,9-21,Unknown,GP,Video/Online,Same Day,67
E54000023,7-21,Attended,Other Practice staff,Video/Online,Same Day,106
E54000054,1-21,Unknown,GP,Face-to-Face,More than 28 Days,123
E54000053,11-20,Attended,Other Practice staff,Face-to-Face,More than 28 Days,7528
E54000050,10-21,Unknown,GP,Telephone,1 Day,73
E54000044,2-20,Unknown,Other Practice staff,Face-to-Face,15  to 21 Days,475
E54000023,12-20,DNA,Other Practice staff,Telephone,8  to 14 Days,82
E54000041,3-21,DNA,GP,Face-to-Face,1 Day,157
E54000057,4-21,DNA,GP,Video/Online,1 Day,1
E54000057,4-22,DNA,Other Practice staff,Face-to-Face,Same Day,247
E54000028,7-20,Unknown,Unknown,Home Visit,22  to 28 Days,1
E54000029,7-21,Attended,Other Practice staff,Home Visit,8  to 14 Days,48
E54000042,9-20,Unknown,GP,Telephone,More than 28 Days,2
E54000054,11-20,Unknown,Other Practice staff,Video/Online,More than 28 Days,8
E54000050,1-20,DNA,Other Practice staff,Video/Online,15  to 21 Days,2
E54000054,6-20,DNA,Unknown,Unknown,8  to 14 Days,1
E54000022,4-22,Attended,Other Practice staff,Video/Online,Same Day,91
E54000057,5-21,DNA,GP,Telephone,Same Day,814
E54000039,5-20,Unknown,Other Practice staff,Face-to-Face,More than 28 Days,930
E54000037,6-21,DNA,Other Practice staff,Video/Online,Same Day,2
E54000008,3-21,DNA,GP,Telephone,More than 28 Days,9
E54000053,5-20,Unknown,Unknown,Face-to-Face,2 to 7 Days,8
E54000050,6-20,Unknown,Other Practice staff,Unknown,2 to 7 Days,22
E54000050,4-20,Unknown,Other Practice staff,Home Visit,2 to 7 Days,75
E54000057,10-21,Attended,GP,Unknown,1 Day,22
E54000018,6-22,DNA,Unknown,Face-to-Face,Unknown / Data Quality,1
E54000051,11-20,Attended,Unknown,Home Visit,Same Day,112
E54000034,10-21,Unknown,GP,Face-to-Face,2 to 7 Days,535
E54000050,8-20,DNA,Unknown,Telephone,8  to 14 Days,2
E54000010,10-21,Attended,Other Practice staff,Home Visit,22  to 28 Days,7
E54000029,3-20,Attended,Unknown,Telephone,2 to 7 Days,137
E54000013,5-22,Unknown,Other Practice staff,Home Visit,8  to 14 Days,27
E54000053,8-20,Attended,Other Practice staff,Home Visit,More than 28 Days,4
E54000042,9-21,DNA,GP,Telephone,2 to 7 Days,12
E54000044,5-22,Attended,GP,Video/Online,1 Day,1
E54000031,8-21,Unknown,GP,Face-to-Face,15  to 21 Days,257
E54000057,1-22,Attended,GP,Telephone,22  to 28 Days,674
E54000032,7-20,Unknown,Unknown,Face-to-Face,2 to 7 Days,72
E54000010,10-21,Unknown,Unknown,Face-to-Face,2 to 7 Days,24
E54000057,3-21,Attended,Other Practice staff,Face-to-Face,Unknown / Data Quality,7
E54000048,11-20,Attended,GP,Face-to-Face,8  to 14 Days,1460
E54000028,3-22,DNA,Unknown,Face-to-Face,2 to 7 Days,16
E54000025,8-21,Attended,Other Practice staff,Telephone,Unknown / Data Quality,20
E54000057,6-21,Attended,GP,Video/Online,15  to 21 Days,10
E54000051,3-22,Unknown,Other Practice staff,Telephone,22  to 28 Days,15
E54000048,3-21,Attended,Other Practice staff,Face-to-Face,2 to 7 Days,5625
E54000026,5-20,Unknown,Other Practice staff,Unknown,2 to 7 Days,1
E54000015,3-20,Attended,Other Practice staff,Video/Online,15  to 21 Days,47
E54000024,12-21,DNA,GP,Face-to-Face,15  to 21 Days,322
E54000057,4-21,Unknown,GP,Face-to-Face,15  to 21 Days,28
E54000051,11-20,DNA,Unknown,Unknown,8  to 14 Days,8
E54000044,9-20,Unknown,GP,Unknown,Same Day,217
E54000008,1-20,Attended,Unknown,Telephone,1 Day,11
E54000057,3-20,Attended,GP,Telephone,1 Day,2395
E54000015,11-21,Unknown,Other Practice staff,Telephone,15  to 21 Days,10
E54000026,8-21,DNA,Other Practice staff,Telephone,2 to 7 Days,30
E54000057,7-21,Attended,Unknown,Face-to-Face,15  to 21 Days,36
E54000027,12-21,DNA,Unknown,Face-to-Face,Same Day,6
E54000025,3-20,DNA,Unknown,Unknown,1 Day,2
E54000027,6-21,DNA,GP,Video/Online,15  to 21 Days,3
E54000010,7-20,Attended,GP,Home Visit,2 to 7 Days,1
E54000051,8-20,Unknown,Unknown,Unknown,15  to 21 Days,29
E54000010,10-21,Unknown,Other Practice staff,Telephone,Same Day,75
E54000057,11-21,Unknown,GP,Telephone,Same Day,23
E54000054,6-22,DNA,GP,Telephone,1 Day,13
E54000029,10-21,Unknown,GP,Home Visit,8  to 14 Days,8
E54000050,7-21,Unknown,Other Practice staff,Face-to-Face,22  to 28 Days,253
E54000048,11-20,Attended,GP,Home Visit,8  to 14 Days,1
E54000061,12-21,Attended,Unknown,Home Visit,Same Day,47
E54000031,11-21,Unknown,Other Practice staff,Video/Online,2 to 7 Days,2
E54000031,7-21,DNA,GP,Telephone,1 Day,662
E54000039,9-20,Unknown,Unknown,Telephone,15  to 21 Days,8
E54000048,5-20,Unknown,Other Practice staff,Telephone,1 Day,23
E54000008,1-21,DNA,GP,Video/Online,1 Day,2
E54000052,12-21,DNA,Other Practice staff,Unknown,More than 28 Days,1
E54000054,9-21,Attended,Other Practice staff,Video/Online,8  to 14 Days,20
E54000019,8-20,Attended,GP,Face-to-Face,15  to 21 Days,995
E54000057,11-21,DNA,Other Practice staff,Unknown,22  to 28 Days,52
E54000028,6-20,Attended,Other Practice staff,Telephone,More than 28 Days,68
E54000057,3-22,DNA,GP,Video/Online,2 to 7 Days,2
E54000042,9-20,Attended,Other Practice staff,Video/Online,2 to 7 Days,627
E54000060,4-20,DNA,Other Practice staff,Face-to-Face,Same Day,646
E54000048,11-20,Attended,Other Practice staff,Face-to-Face,1 Day,1330
E54000039,5-21,Attended,Unknown,Telephone,22  to 28 Days,19
E54000054,9-20,Attended,GP,Video/Online,2 to 7 Days,143
E54000008,8-20,Attended,Other Practice staff,Home Visit,1 Day,279
E54000008,11-20,Unknown,Other Practice staff,Face-to-Face,2 to 7 Days,296
E54000015,3-21,DNA,GP,Telephone,2 to 7 Days,65
E54000025,6-22,DNA,Other Practice staff,Telephone,Same Day,11
E54000015,3-20,Attended,GP,Home Visit,1 Day,9
E54000037,3-21,Unknown,GP,Telephone,8  to 14 Days,475
E54000032,5-22,DNA,Other Practice staff,Telephone,15  to 21 Days,255
E54000026,9-21,Attended,Other Practice staff,Video/Online,1 Day,131
E54000028,5-20,Unknown,Unknown,Face-to-Face,15  to 21 Days,4
E54000027,3-22,Attended,GP,Home Visit,22  to 28 Days,2
E54000023,3-20,Unknown,GP,Telephone,More than 28 Days,124
E54000031,8-20,Unknown,Other Practice staff,Unknown,Same Day,90
E54000036,4-22,DNA,Unknown,Telephone,Same Day,201
E54000015,8-21,DNA,GP,Face-to-Face,2 to 7 Days,129
E54000051,12-21,DNA,Other Practice staff,Face-to-Face,8  to 14 Days,584
E54000050,1-22,Attended,Other Practice staff,Home Visit,15  to 21 Days,19
E54000032,5-20,Attended,GP,Telephone,More than 28 Days,248
E54000057,7-20,Unknown,Other Practice staff,Face-to-Face,2 to 7 Days,86
E54000018,12-20,Unknown,Other Practice staff,Telephone,8  to 14 Days,191
E54000023,6-22,DNA,Unknown,Unknown,2 to 7 Days,28
E54000038,3-22,Unknown,GP,Unknown,22  to 28 Days,85
E54000008,8-21,Unknown,GP,Face-to-Face,15  to 21 Days,60
E54000061,4-20,Attended,Other Practice staff,Telephone,15  to 21 Days,121
E54000048,3-20,Unknown,Other Practice staff,Video/Online,Same Day,9
E54000062,2-20,Unknown,GP,Face-to-Face,More than 28 Days,621
E54000044,3-20,DNA,GP,Telephone,1 Day,185
E54000023,9-20,Unknown,GP,Home Visit,15  to 21 Days,1
E54000053,2-20,Unknown,Other Practice staff,Home Visit,2 to 7 Days,4
E54000044,3-21,Unknown,Other Practice staff,Telephone,1 Day,90
E54000050,7-21,DNA,Other Practice staff,Face-to-Face,1 Day,184
E54000044,7-21,Attended,Other Practice staff,Unknown,8  to 14 Days,917
E54000057,1-22,DNA,Other Practice staff,Telephone,Same Day,235
E54000053,5-20,Attended,Unknown,Telephone,Same Day,513
E54000057,5-21,DNA,GP,Face-to-Face,8  to 14 Days,84
E54000027,2-21,Attended,Other Practice staff,Video/Online,22  to 28 Days,40
E54000015,6-22,DNA,Other Practice staff,Home Visit,22  to 28 Days,1
E54000038,4-20,Attended,Other Practice staff,Telephone,8  to 14 Days,1001
E54000056,6-21,DNA,GP,Telephone,More than 28 Days,14
E54000015,12-20,Attended,GP,Video/Online,Same Day,33
E54000030,7-21,Unknown,GP,Unknown,22  to 28 Days,87
E54000057,7-21,Unknown,GP,Home Visit,2 to 7 Days,8
E54000048,7-21,Attended,GP,Home Visit,1 Day,108
E54000008,11-20,DNA,Unknown,Face-to-Face,22  to 28 Days,6
E54000010,1-22,Unknown,GP,Home Visit,Same Day,41
E54000024,10-21,Attended,Unknown,Unknown,Same Day,10561
E54000008,6-22,Unknown,Unknown,Telephone,Same Day,231
E54000057,10-21,Attended,Unknown,Telephone,2 to 7 Days,133
E54000056,6-22,Unknown,Unknown,Face-to-Face,22  to 28 Days,2
E54000052,4-22,Attended,Other Practice staff,Unknown,1 Day,52
E54000057,9-20,Unknown,Other Practice staff,Unknown,Same Day,9
E54000038,6-22,Attended,Unknown,Face-to-Face,2 to 7 Days,145
E54000054,3-21,Attended,Other Practice staff,Face-to-Face,22  to 28 Days,4931
E54000008,5-20,DNA,GP,Face-to-Face,1 Day,19
E54000030,2-20,DNA,Unknown,Home Visit,1 Day,1
E54000038,7-21,DNA,Other Practice staff,Unknown,More than 28 Days,2
E54000023,8-21,Attended,Other Practice staff,Telephone,15  to 21 Days,408
E54000054,6-20,Unknown,Unknown,Home Visit,1 Day,1
E54000008,1-20,DNA,GP,Unknown,1 Day,25
E54000051,7-20,DNA,Other Practice staff,Telephone,1 Day,31
E54000058,10-20,DNA,Other Practice staff,Video/Online,Same Day,1
E54000054,3-22,Attended,Other Practice staff,Home Visit,More than 28 Days,20
E54000053,6-22,DNA,GP,Face-to-Face,Same Day,329
E54000050,12-21,Attended,GP,Home Visit,Same Day,85
E54000061,10-21,Unknown,Other Practice staff,Video/Online,2 to 7 Days,13
E54000023,1-20,DNA,Unknown,Home Visit,Same Day,1
E54000044,11-20,Unknown,Unknown,Home Visit,Unknown / Data Quality,4
E54000053,11-20,Attended,Other Practice staff,Unknown,15  to 21 Days,56
E54000054,12-21,DNA,Unknown,Face-to-Face,2 to 7 Days,4
E54000041,5-22,DNA,Unknown,Unknown,More than 28 Days,16
E54000037,7-20,Unknown,Unknown,Face-to-Face,2 to 7 Days,57
E54000044,4-21,Unknown,Unknown,Face-to-Face,8  to 14 Days,4
E54000058,9-21,DNA,Other Practice staff,Face-to-Face,8  to 14 Days,2139
E54000037,8-21,Attended,Unknown,Telephone,22  to 28 Days,8
E54000025,8-20,Unknown,Unknown,Face-to-Face,2 to 7 Days,23
E54000019,3-20,Attended,Other Practice staff,Face-to-Face,1 Day,8418
E54000061,11-21,Attended,Other Practice staff,Telephone,2 to 7 Days,3033
E54000010,9-20,Unknown,GP,Telephone,1 Day,68
E54000008,4-21,Unknown,Other Practice staff,Telephone,8  to 14 Days,33
E54000008,12-21,Unknown,Other Practice staff,Face-to-Face,2 to 7 Days,319
E54000025,12-20,DNA,Other Practice staff,Telephone,1 Day,9
E54000060,4-21,Unknown,GP,Face-to-Face,Unknown / Data Quality,2
E54000008,12-21,DNA,GP,Telephone,15  to 21 Days,21
E54000039,5-21,DNA,Other Practice staff,Telephone,1 Day,227
E54000022,6-22,Attended,Other Practice staff,Face-to-Face,More than 28 Days,16398
E54000054,2-21,Unknown,Other Practice staff,Face-to-Face,2 to 7 Days,2681
E54000058,4-20,DNA,Unknown,Unknown,8  to 14 Days,22
E54000053,6-20,Unknown,GP,Unknown,22  to 28 Days,2
E54000044,10-21,Unknown,Unknown,Unknown,Same Day,1
E54000054,4-20,Unknown,GP,Telephone,15  to 21 Days,41
E54000053,8-20,DNA,Other Practice staff,Face-to-Face,8  to 14 Days,409
E54000062,3-21,Attended,Unknown,Unknown,15  to 21 Days,60
E54000025,6-22,DNA,Other Practice staff,Face-to-Face,2 to 7 Days,1216
E54000026,12-21,Unknown,Other Practice staff,Telephone,1 Day,55
E54000061,3-21,Attended,Unknown,Home Visit,Same Day,95
E54000057,5-20,DNA,Other Practice staff,Face-to-Face,Same Day,34
E54000022,5-20,Attended,Unknown,Face-to-Face,22  to 28 Days,1
E54000043,7-20,Attended,GP,Face-to-Face,Unknown / Data Quality,1
E54000051,4-22,Attended,Unknown,Unknown,1 Day,134
E54000057,6-21,Attended,Unknown,Face-to-Face,2 to 7 Days,114
E54000054,2-20,Unknown,GP,Face-to-Face,8  to 14 Days,353
E54000026,1-21,Unknown,Other Practice staff,Telephone,More than 28 Days,51
E54000024,8-20,Attended,Other Practice staff,Unknown,2 to 7 Days,142
E54000053,9-20,Attended,Unknown,Face-to-Face,8  to 14 Days,8
E54000050,3-21,DNA,Unknown,Unknown,2 to 7 Days,27
E54000026,11-21,DNA,Other Practice staff,Video/Online,8  to 14 Days,16
E54000044,11-21,Unknown,Other Practice staff,Video/Online,8  to 14 Days,40
E54000057,10-20,DNA,Unknown,Telephone,1 Day,4
E54000053,1-21,Unknown,Unknown,Unknown,Same Day,3
E54000052,6-21,Unknown,Unknown,Telephone,2 to 7 Days,2
E54000036,2-21,DNA,Other Practice staff,Face-to-Face,Same Day,728
E54000056,5-22,Unknown,GP,Unknown,1 Day,1
E54000053,4-21,Unknown,GP,Face-to-Face,More than 28 Days,280
E54000015,7-20,DNA,GP,Telephone,More than 28 Days,4
E54000057,12-20,DNA,GP,Face-to-Face,More than 28 Days,2
E54000019,11-21,Attended,GP,Home Visit,More than 28 Days,4
E54000054,1-20,Attended,GP,Telephone,8  to 14 Days,1458
E54000026,2-21,Unknown,Other Practice staff,Face-to-Face,8  to 14 Days,323
E54000038,6-22,Attended,GP,Face-to-Face,2 to 7 Days,6587
E54000048,12-20,Unknown,Other Practice staff,Telephone,1 Day,10
E54000008,3-22,Unknown,Unknown,Home Visit,Same Day,39
E54000023,2-22,Attended,GP,Face-to-Face,Same Day,16175
E54000031,1-20,Attended,Other Practice staff,Home Visit,2 to 7 Days,128
E54000048,11-21,Unknown,GP,Face-to-Face,8  to 14 Days,79
E54000015,1-20,DNA,GP,Face-to-Face,More than 28 Days,272
E54000044,10-20,Attended,Other Practice staff,Unknown,1 Day,785
E54000030,9-21,Unknown,Other Practice staff,Home Visit,15  to 21 Days,2
E54000010,8-20,Unknown,Other Practice staff,Telephone,1 Day,7
E54000050,2-21,DNA,Other Practice staff,Face-to-Face,Same Day,167
E54000027,1-20,Attended,GP,Unknown,22  to 28 Days,183
E54000054,6-22,DNA,Other Practice staff,Telephone,8  to 14 Days,38
E54000044,8-21,Unknown,Other Practice staff,Face-to-Face,More than 28 Days,528
E54000008,8-21,Unknown,Unknown,Home Visit,2 to 7 Days,8
E54000023,11-21,Attended,Other Practice staff,Face-to-Face,1 Day,2868
E54000057,2-22,Unknown,GP,Face-to-Face,2 to 7 Days,127
E54000054,3-22,Unknown,Unknown,Unknown,2 to 7 Days,32
E54000008,5-22,DNA,Unknown,Telephone,1 Day,7
E54000041,10-21,Unknown,Other Practice staff,Video/Online,1 Day,7
E54000057,11-21,Attended,GP,Video/Online,2 to 7 Days,12
E54000031,5-21,DNA,Unknown,Telephone,1 Day,13
E54000026,3-21,Attended,Unknown,Unknown,8  to 14 Days,267
E54000060,9-20,Unknown,Other Practice staff,Home Visit,8  to 14 Days,18
E54000050,1-20,Unknown,Unknown,Home Visit,22  to 28 Days,1
E54000025,11-21,Unknown,Other Practice staff,Telephone,More than 28 Days,19
E54000060,1-21,Attended,GP,Video/Online,1 Day,106
E54000060,6-21,DNA,GP,Video/Online,Same Day,4
E54000060,1-20,Unknown,GP,Home Visit,8  to 14 Days,3
E54000034,12-21,Attended,GP,Video/Online,2 to 7 Days,3
E54000048,12-20,Unknown,Unknown,Face-to-Face,Unknown / Data Quality,1
E54000050,11-20,DNA,Unknown,Unknown,More than 28 Days,4
E54000057,2-21,Unknown,Other Practice staff,Face-to-Face,More than 28 Days,117
E54000044,5-21,DNA,Other Practice staff,Telephone,More than 28 Days,19
E54000042,1-22,Attended,Unknown,Telephone,8  to 14 Days,31
E54000057,7-20,Attended,GP,Telephone,8  to 14 Days,1546
E54000019,8-20,Unknown,GP,Home Visit,15  to 21 Days,2
E54000036,1-21,Unknown,Unknown,Home Visit,8  to 14 Days,2
E54000015,2-22,Unknown,Unknown,Unknown,15  to 21 Days,82
E54000057,12-20,Unknown,GP,Telephone,15  to 21 Days,177
E54000054,3-21,Attended,Other Practice staff,Video/Online,2 to 7 Days,13
